time,UID,tmp_temp,keller_temp,pressure,mag_x,mag_y,mag_z,imu_x,imu_y,imu_z,tilt_x,tilt_y,tilt_z,tilt_pitch,tilt_roll,ec,wurst_voltage,logger_voltage,logger_pressure,logger_temp,channel_number
2024-11-13 15:33:39,cf240008,-0.015625,-147.2,-15.0,362,65487,65294,-993.65234375,-144.287109375,-27.83203125,-29,-86,-995,-1.6,-4.9,1447,3464,3103,1146828669,-6.738562107086182,2
2024-11-13 14:50:14,cf240002,-0.0703125,-143.05,9.72015380859375,217,78,52,-1003.662109375,-27.099609375,30.76171875,24,-21,-998,1.3,-1.1,812,3469,3063,1146830290,-6.696001052856445,2
2024-11-13 14:55:16,cf240004,-0.125,-146.25,15.02197265625,105,216,65329,-1009.765625,67.87109375,-29.541015625,-55,96,-993,-3.1,5.5,659,3465,3062,1146827369,-6.705822944641113,2
2024-11-13 14:45:13,cf240007,-0.046875,-148.8,-15.0,473,246,65489,-999.267578125,101.5625,4.39453125,-152,133,-978,-8.700000000000001,7.6000000000000005,1240,3462,3123,1146826035,-6.710732460021973,2
2024-11-13 14:33:30,cf240008,-0.0078125,-143.2,-15.0,357,65490,65301,-989.013671875,-146.240234375,-28.564453125,-29,-85,-995,-1.6,-4.800000000000001,1448,3469,3074,1146828426,-6.706640720367432,2
2024-11-13 13:50:05,cf240002,-0.0703125,-144.65,9.7174072265625,212,73,59,-998.779296875,-29.541015625,36.1328125,24,-21,-998,1.3,-1.2000000000000002,813,3467,3051,1146826867,-6.592529296875,2
2024-11-13 13:55:07,cf240004,-0.1171875,-146.25,15.0201416015625,105,218,65329,-1006.591796875,75.1953125,-28.564453125,-55,96,-993,-3.1,5.5,658,3465,3062,1146829394,-6.618244647979736,2
2024-11-13 13:45:04,cf240007,-0.046875,-144.8,-15.0,475,244,65497,-1002.44140625,107.91015625,5.615234375,-151,132,-978,-8.700000000000001,7.6000000000000005,1243,3467,3105,1146827366,-6.556176662445068,2
2024-11-13 13:33:21,cf240008,-0.015625,-144.8,-15.0,362,65487,65303,-991.69921875,-145.5078125,-31.494140625,-28,-85,-995,-1.6,-4.800000000000001,1446,3467,3110,1146827820,-6.488991737365723,2
2024-11-13 12:49:55,cf240002,-0.0703125,-143.05,9.7174072265625,214,85,47,-1005.859375,-30.029296875,27.34375,23,-20,-999,1.3,-1.1,813,3469,3076,1146825741,-6.3234543800354,2
